0,1,2,3,4,5,6,7,8
1,miRNA,8866502,8866522,-,MIMAT0027358,MIMAT0027358,Name=hsa-miR-6728-3p,Derives_from=MI0022573
1,miRNA_primary_transcript,9151668,9151777,-,MI0000268,MI0000268,Name=hsa-mir-34a,
1,miRNA,9151735,9151756,-,MIMAT0000255,MIMAT0000255,Name=hsa-miR-34a-5p,Derives_from=MI0000268
1,miRNA,9151693,9151714,-,MIMAT0004557,MIMAT0004557,Name=hsa-miR-34a-3p,Derives_from=MI0000268
1,miRNA_primary_transcript,9967381,9967458,+,MI0019304,MI0019304,Name=hsa-mir-5697,
1,miRNA,9967390,9967411,+,MIMAT0022490,MIMAT0022490,Name=hsa-miR-5697,Derives_from=MI0019304
1,miRNA_primary_transcript,12029158,12029222,+,MI0022574,MI0022574,Name=hsa-mir-6729,
1,miRNA,12029163,12029184,+,MIMAT0027359,MIMAT0027359,Name=hsa-miR-6729-5p,Derives_from=MI0022574
1,miRNA,12029202,12029222,+,MIMAT0027360,MIMAT0027360,Name=hsa-miR-6729-3p,Derives_from=MI0022574
1,miRNA_primary_transcript,12166943,12167038,+,MI0025516,MI0025516,Name=hsa-mir-7846,
1,miRNA,12167010,12167030,+,MIMAT0030421,MIMAT0030421,Name=hsa-miR-7846-3p,Derives_from=MI0025516
1,miRNA_primary_transcript,12191713,12191773,+,MI0017259,MI0017259,Name=hsa-mir-4632,
1,miRNA,12191752,12191773,+,MIMAT0019688,MIMAT0019688,Name=hsa-miR-4632-3p,Derives_from=MI0017259
1,miRNA,12191713,12191735,+,MIMAT0022977,MIMAT0022977,Name=hsa-miR-4632-5p,Derives_from=MI0017259
1,miRNA_primary_transcript,12578957,12579023,-,MI0022575,MI0022575,Name=hsa-mir-6730,
1,miRNA,12578996,12579018,-,MIMAT0027361,MIMAT0027361,Name=hsa-miR-6730-5p,Derives_from=MI0022575
1,miRNA,12578958,12578979,-,MIMAT0027362,MIMAT0027362,Name=hsa-miR-6730-3p,Derives_from=MI0022575
1,miRNA_primary_transcript,16858949,16859021,-,MI0016076,MI0016076,Name=hsa-mir-3675,
1,miRNA,16858988,16859010,-,MIMAT0018098,MIMAT0018098,Name=hsa-miR-3675-5p,Derives_from=MI0016076
1,miRNA,16858958,16858979,-,MIMAT0018099,MIMAT0018099,Name=hsa-miR-3675-3p,Derives_from=MI0016076
1,miRNA_primary_transcript,17277889,17277975,+,MI0016990,MI0016990,Name=hsa-mir-3972,
1,miRNA,17277948,17277969,+,MIMAT0019357,MIMAT0019357,Name=hsa-miR-3972,Derives_from=MI0016990
1,miRNA_primary_transcript,18883202,18883275,-,MI0017328,MI0017328,Name=hsa-mir-4695,
1,miRNA,18883250,18883271,-,MIMAT0019788,MIMAT0019788,Name=hsa-miR-4695-5p,Derives_from=MI0017328
1,miRNA,18883204,18883225,-,MIMAT0019789,MIMAT0019789,Name=hsa-miR-4695-3p,Derives_from=MI0017328
1,miRNA_primary_transcript,18897071,18897148,-,MI0006352,MI0006352,Name=hsa-mir-1290,
1,miRNA,18897078,18897096,-,MIMAT0005880,MIMAT0005880,Name=hsa-miR-1290,Derives_from=MI0006352
1,miRNA_primary_transcript,20633679,20633788,+,MI0020361,MI0020361,Name=hsa-mir-6084,
1,miRNA,20633756,20633775,+,MIMAT0023709,MIMAT0023709,Name=hsa-miR-6084,Derives_from=MI0020361
1,miRNA_primary_transcript,20988314,20988432,-,MI0006390,MI0006390,Name=hsa-mir-1256,
1,miRNA,20988377,20988398,-,MIMAT0005907,MIMAT0005907,Name=hsa-miR-1256,Derives_from=MI0006390
1,miRNA_primary_transcript,22266239,22266300,+,MI0016754,MI0016754,Name=hsa-mir-4418,
1,miRNA,22266277,22266294,+,MIMAT0018930,MIMAT0018930,Name=hsa-miR-4418,Derives_from=MI0016754
1,miRNA_primary_transcript,22633258,22633366,-,MI0021271,MI0021271,Name=hsa-mir-6127,
1,miRNA,22633328,22633346,-,MIMAT0024610,MIMAT0024610,Name=hsa-miR-6127,Derives_from=MI0021271
1,miRNA_primary_transcript,22719517,22719598,+,MI0017316,MI0017316,Name=hsa-mir-4684,
1,miRNA,22719530,22719551,+,MIMAT0019769,MIMAT0019769,Name=hsa-miR-4684-5p,Derives_from=MI0017316
1,miRNA,22719566,22719587,+,MIMAT0019770,MIMAT0019770,Name=hsa-miR-4684-3p,Derives_from=MI0017316
1,miRNA_primary_transcript,22863159,22863226,-,MI0015860,MI0015860,Name=hsa-mir-4253,
1,miRNA,22863169,22863186,-,MIMAT0016882,MIMAT0016882,Name=hsa-miR-4253,Derives_from=MI0015860
1,miRNA_primary_transcript,23044305,23044372,+,MI0014127,MI0014127,Name=hsa-mir-3115,
1,miRNA,23044310,23044329,+,MIMAT0014977,MIMAT0014977,Name=hsa-miR-3115,Derives_from=MI0014127
1,miRNA_primary_transcript,23929070,23929147,+,MI0016756,MI0016756,Name=hsa-mir-378f,
1,miRNA,23929121,23929140,+,MIMAT0018932,MIMAT0018932,Name=hsa-miR-378f,Derives_from=MI0016756
1,miRNA_primary_transcript,24919345,24919416,-,MI0022576,MI0022576,Name=hsa-mir-6731,
1,miRNA,24919390,24919411,-,MIMAT0027363,MIMAT0027363,Name=hsa-miR-6731-5p,Derives_from=MI0022576
1,miRNA,24919345,24919365,-,MIMAT0027364,MIMAT0027364,Name=hsa-miR-6731-3p,Derives_from=MI0022576
1,miRNA_primary_transcript,25023503,25023586,+,MI0016764,MI0016764,Name=hsa-mir-4425,
1,miRNA,25023552,25023573,+,MIMAT0018940,MIMAT0018940,Name=hsa-miR-4425,Derives_from=MI0016764
1,miRNA_primary_transcript,25906362,25906454,-,MI0016423,MI0016423,Name=hsa-mir-3917,
1,miRNA,25906384,25906403,-,MIMAT0018191,MIMAT0018191,Name=hsa-miR-3917,Derives_from=MI0016423
1,miRNA_primary_transcript,26554542,26554593,+,MI0009986,MI0009986,Name=hsa-mir-1976,
1,miRNA,26554574,26554593,+,MIMAT0009451,MIMAT0009451,Name=hsa-miR-1976,Derives_from=MI0009986
1,miRNA_primary_transcript,30739156,30739232,-,MI0016757,MI0016757,Name=hsa-mir-4420,
1,miRNA,30739158,30739179,-,MIMAT0018933,MIMAT0018933,Name=hsa-miR-4420,Derives_from=MI0016757
1,miRNA_primary_transcript,31758660,31758735,-,MI0015862,MI0015862,Name=hsa-mir-4254,
1,miRNA,31758670,31758692,-,MIMAT0016884,MIMAT0016884,Name=hsa-miR-4254,Derives_from=MI0015862
1,miRNA_primary_transcript,32086949,32087007,+,MI0019142,MI0019142,Name=hsa-mir-5585,
1,miRNA,32086949,32086970,+,MIMAT0022285,MIMAT0022285,Name=hsa-miR-5585-5p,Derives_from=MI0019142
1,miRNA,32086986,32087007,+,MIMAT0022286,MIMAT0022286,Name=hsa-miR-5585-3p,Derives_from=MI0019142
1,miRNA_primary_transcript,33332393,33332492,-,MI0015995,MI0015995,Name=hsa-mir-3605,
1,miRNA,33332449,33332471,-,MIMAT0017981,MIMAT0017981,Name=hsa-miR-3605-5p,Derives_from=MI0015995
1,miRNA,33332405,33332427,-,MIMAT0017982,MIMAT0017982,Name=hsa-miR-3605-3p,Derives_from=MI0015995
1,miRNA_primary_transcript,34669599,34669694,-,MI0003557,MI0003557,Name=hsa-mir-552,
1,miRNA,34669614,34669634,-,MIMAT0003215,MIMAT0003215,Name=hsa-miR-552-3p,Derives_from=MI0003557
1,miRNA,34669650,34669670,-,MIMAT0026615,MIMAT0026615,Name=hsa-miR-552-5p,Derives_from=MI0003557
1,miRNA_primary_transcript,37161563,37161634,+,MI0015863,MI0015863,Name=hsa-mir-4255,
1,miRNA,37161573,37161589,+,MIMAT0016885,MIMAT0016885,Name=hsa-miR-4255,Derives_from=MI0015863
1,miRNA_primary_transcript,37480230,37480289,+,MI0022577,MI0022577,Name=hsa-mir-6732,
1,miRNA,37480235,37480254,+,MIMAT0027365,MIMAT0027365,Name=hsa-miR-6732-5p,Derives_from=MI0022577
1,miRNA,37480267,37480289,+,MIMAT0027366,MIMAT0027366,Name=hsa-miR-6732-3p,Derives_from=MI0022577
1,miRNA_primary_transcript,37500935,37500994,-,MI0019136,MI0019136,Name=hsa-mir-5581,
1,miRNA,37500973,37500994,-,MIMAT0022275,MIMAT0022275,Name=hsa-miR-5581-5p,Derives_from=MI0019136
1,miRNA,37500935,37500956,-,MIMAT0022276,MIMAT0022276,Name=hsa-miR-5581-3p,Derives_from=MI0019136
1,miRNA_primary_transcript,38089231,38089329,+,MI0016060,MI0016060,Name=hsa-mir-3659,
1,miRNA,38089289,38089309,+,MIMAT0018080,MIMAT0018080,Name=hsa-miR-3659,Derives_from=MI0016060
1,miRNA_primary_transcript,40754355,40754446,+,MI0000749,MI0000749,Name=hsa-mir-30e,
1,miRNA,40754371,40754392,+,MIMAT0000692,MIMAT0000692,Name=hsa-miR-30e-5p,Derives_from=MI0000749
1,miRNA,40754413,40754434,+,MIMAT0000693,MIMAT0000693,Name=hsa-miR-30e-3p,Derives_from=MI0000749
1,miRNA_primary_transcript,40757284,40757372,+,MI0000736,MI0000736,Name=hsa-mir-30c-1,
1,miRNA,40757300,40757322,+,MIMAT0000244,MIMAT0000244,Name=hsa-miR-30c-5p,Derives_from=MI0000736
1,miRNA,40757339,40757360,+,MIMAT0004674,MIMAT0004674,Name=hsa-miR-30c-1-3p,Derives_from=MI0000736
1,miRNA_primary_transcript,43171652,43171712,-,MI0022578,MI0022578,Name=hsa-mir-6733,
1,miRNA,43171686,43171707,-,MIMAT0027367,MIMAT0027367,Name=hsa-miR-6733-5p,Derives_from=MI0022578
1,miRNA,43171652,43171671,-,MIMAT0027368,MIMAT0027368,Name=hsa-miR-6733-3p,Derives_from=MI0022578
1,miRNA_primary_transcript,43364648,43364715,-,MI0022579,MI0022579,Name=hsa-mir-6734,
1,miRNA,43364688,43364710,-,MIMAT0027369,MIMAT0027369,Name=hsa-miR-6734-5p,Derives_from=MI0022579
1,miRNA,43364648,43364670,-,MIMAT0027370,MIMAT0027370,Name=hsa-miR-6734-3p,Derives_from=MI0022579
1,miRNA_primary_transcript,43448539,43448611,+,MI0022580,MI0022580,Name=hsa-mir-6735,
1,miRNA,43448544,43448568,+,MIMAT0027371,MIMAT0027371,Name=hsa-miR-6735-5p,Derives_from=MI0022580
1,miRNA,43448590,43448611,+,MIMAT0027372,MIMAT0027372,Name=hsa-miR-6735-3p,Derives_from=MI0022580
1,miRNA_primary_transcript,43838622,43838683,+,MI0020356,MI0020356,Name=hsa-mir-6079,
1,miRNA,43838657,43838680,+,MIMAT0023704,MIMAT0023704,Name=hsa-miR-6079,Derives_from=MI0020356
1,miRNA_primary_transcript,44545493,44545552,+,MI0019141,MI0019141,Name=hsa-mir-5584,
1,miRNA,44545493,44545514,+,MIMAT0022283,MIMAT0022283,Name=hsa-miR-5584-5p,Derives_from=MI0019141
1,miRNA,44545531,44545552,+,MIMAT0022284,MIMAT0022284,Name=hsa-miR-5584-3p,Derives_from=MI0019141
1,miRNA_primary_transcript,51059837,51059905,+,MI0016758,MI0016758,Name=hsa-mir-4421,
1,miRNA,51059879,51059900,+,MIMAT0018934,MIMAT0018934,Name=hsa-miR-4421,Derives_from=MI0016758
1,miRNA_primary_transcript,51060018,51060103,+,MI0022211,MI0022211,Name=hsa-mir-6500,
1,miRNA,51060031,51060054,+,MIMAT0025454,MIMAT0025454,Name=hsa-miR-6500-5p,Derives_from=MI0022211
1,miRNA,51060072,51060092,+,MIMAT0025455,MIMAT0025455,Name=hsa-miR-6500-3p,Derives_from=MI0022211
1,miRNA_primary_transcript,51836344,51836402,-,MI0003941,MI0003941,Name=hsa-mir-761,
1,miRNA,51836375,51836396,-,MIMAT0010364,MIMAT0010364,Name=hsa-miR-761,Derives_from=MI0003941
1,miRNA_primary_transcript,54054079,54054154,+,MI0017426,MI0017426,Name=hsa-mir-4781,
1,miRNA,54054091,54054111,+,MIMAT0019942,MIMAT0019942,Name=hsa-miR-4781-5p,Derives_from=MI0017426
1,miRNA,54054124,54054145,+,MIMAT0019943,MIMAT0019943,Name=hsa-miR-4781-3p,Derives_from=MI0017426
1,miRNA_primary_transcript,55225641,55225723,+,MI0016759,MI0016759,Name=hsa-mir-4422,
1,miRNA,55225656,55225676,+,MIMAT0018935,MIMAT0018935,Name=hsa-miR-4422,Derives_from=MI0016759
1,miRNA_primary_transcript,59733227,59733296,-,MI0017345,MI0017345,Name=hsa-mir-4711,
1,miRNA,59733269,59733291,-,MIMAT0019816,MIMAT0019816,Name=hsa-miR-4711-5p,Derives_from=MI0017345
1,miRNA,59733235,59733252,-,MIMAT0019817,MIMAT0019817,Name=hsa-miR-4711-3p,Derives_from=MI0017345
1,miRNA_primary_transcript,61846075,61846176,+,MI0039734,MI0039734,Name=hsa-mir-12132,
1,miRNA,61846140,61846161,+,MIMAT0049026,MIMAT0049026,Name=hsa-miR-12132,Derives_from=MI0039734
1,miRNA_primary_transcript,62078786,62078859,+,MI0014128,MI0014128,Name=hsa-mir-3116-1,
1,miRNA,62078830,62078851,+,MIMAT0014978,MIMAT0014978,Name=hsa-miR-3116,Derives_from=MI0014128
1,miRNA_primary_transcript,62078789,62078856,-,MI0014129,MI0014129,Name=hsa-mir-3116-2,
1,miRNA,62078794,62078815,-,MIMAT0014978_1,MIMAT0014978,Name=hsa-miR-3116,Derives_from=MI0014129
1,miRNA_primary_transcript,63326925,63326984,-,MI0020345,MI0020345,Name=hsa-mir-6068,
1,miRNA,63326964,63326984,-,MIMAT0023693,MIMAT0023693,Name=hsa-miR-6068,Derives_from=MI0020345
1,miRNA_primary_transcript,64579847,64579923,+,MI0017441,MI0017441,Name=hsa-mir-4794,
1,miRNA,64579855,64579876,+,MIMAT0019967,MIMAT0019967,Name=hsa-miR-4794,Derives_from=MI0017441
1,miRNA_primary_transcript,65057755,65057842,-,MI0016072,MI0016072,Name=hsa-mir-3671,
1,miRNA,65057762,65057783,-,MIMAT0018094,MIMAT0018094,Name=hsa-miR-3671,Derives_from=MI0016072
1,miRNA_primary_transcript,65058434,65058508,-,MI0000103,MI0000103,Name=hsa-mir-101-1,
1,miRNA,65058477,65058498,-,MIMAT0004513,MIMAT0004513,Name=hsa-miR-101-5p,Derives_from=MI0000103
1,miRNA,65058442,65058462,-,MIMAT0000099,MIMAT0000099,Name=hsa-miR-101-3p,Derives_from=MI0000103
1,miRNA_primary_transcript,66628440,66628517,+,MI0014130,MI0014130,Name=hsa-mir-3117,
1,miRNA,66628485,66628505,+,MIMAT0014979,MIMAT0014979,Name=hsa-miR-3117-3p,Derives_from=MI0014130
1,miRNA,66628452,66628471,+,MIMAT0019197,MIMAT0019197,Name=hsa-miR-3117-5p,Derives_from=MI0014130
1,miRNA_primary_transcript,68183518,68183610,-,MI0006397,MI0006397,Name=hsa-mir-1262,
1,miRNA,68183576,68183597,-,MIMAT0005914,MIMAT0005914,Name=hsa-miR-1262,Derives_from=MI0006397
1,miRNA_primary_transcript,71067631,71067716,-,MI0000483,MI0000483,Name=hsa-mir-186,
1,miRNA,71067681,71067702,-,MIMAT0000456,MIMAT0000456,Name=hsa-miR-186-5p,Derives_from=MI0000483
1,miRNA,71067642,71067663,-,MIMAT0004612,MIMAT0004612,Name=hsa-miR-186-3p,Derives_from=MI0000483
1,miRNA_primary_transcript,77060143,77060202,+,MI0023616,MI0023616,Name=hsa-mir-7156,
1,miRNA,77060143,77060165,+,MIMAT0028222,MIMAT0028222,Name=hsa-miR-7156-5p,Derives_from=MI0023616
1,miRNA,77060180,77060202,+,MIMAT0028223,MIMAT0028223,Name=hsa-miR-7156-3p,Derives_from=MI0023616
1,miRNA_primary_transcript,85133794,85133873,+,MI0016760,MI0016760,Name=hsa-mir-4423,
1,miRNA,85133806,85133827,+,MIMAT0019232,MIMAT0019232,Name=hsa-miR-4423-5p,Derives_from=MI0016760
1,miRNA,85133842,85133862,+,MIMAT0018936,MIMAT0018936,Name=hsa-miR-4423-3p,Derives_from=MI0016760
1,miRNA_primary_transcript,86357632,86357687,-,MI0025526,MI0025526,Name=hsa-mir-7856,
1,miRNA,86357665,86357685,-,MIMAT0030431,MIMAT0030431,Name=hsa-miR-7856-5p,Derives_from=MI0025526
1,miRNA_primary_transcript,93846832,93846911,+,MI0005567,MI0005567,Name=hsa-mir-760,
1,miRNA,93846880,93846899,+,MIMAT0004957,MIMAT0004957,Name=hsa-miR-760,Derives_from=MI0005567
1,miRNA_primary_transcript,94543702,94543779,+,MI0039735,MI0039735,Name=hsa-mir-12133,
1,miRNA,94543754,94543775,+,MIMAT0049027,MIMAT0049027,Name=hsa-miR-12133,Derives_from=MI0039735
1,miRNA_primary_transcript,98045242,98045351,-,MI0012063,MI0012063,Name=hsa-mir-2682,
1,miRNA,98045307,98045329,-,MIMAT0013517,MIMAT0013517,Name=hsa-miR-2682-5p,Derives_from=MI0012063
1,miRNA,98045271,98045292,-,MIMAT0013518,MIMAT0013518,Name=hsa-miR-2682-3p,Derives_from=MI0012063
1,miRNA_primary_transcript,98046070,98046171,-,MI0000454,MI0000454,Name=hsa-mir-137,
1,miRNA,98046091,98046113,-,MIMAT0000429,MIMAT0000429,Name=hsa-miR-137-3p,Derives_from=MI0000454
1,miRNA,98046127,98046149,-,MIMAT0037310,MIMAT0037310,Name=hsa-miR-137-5p,Derives_from=MI0000454
1,miRNA_primary_transcript,100281241,100281308,+,MI0003558,MI0003558,Name=hsa-mir-553,
1,miRNA,100281256,100281276,+,MIMAT0003216,MIMAT0003216,Name=hsa-miR-553,Derives_from=MI0003558
1,miRNA_primary_transcript,107897223,107897304,+,MI0025522,MI0025522,Name=hsa-mir-7852,
1,miRNA,107897282,107897303,+,MIMAT0030427,MIMAT0030427,Name=hsa-miR-7852-3p,Derives_from=MI0025522
1,miRNA_primary_transcript,109598893,109598967,+,MI0000239,MI0000239,Name=hsa-mir-197,
1,miRNA,109598940,109598961,+,MIMAT0000227,MIMAT0000227,Name=hsa-miR-197-3p,Derives_from=MI0000239
1,miRNA,109598901,109598923,+,MIMAT0022691,MIMAT0022691,Name=hsa-miR-197-5p,Derives_from=MI0000239
1,miRNA_primary_transcript,112461770,112461833,-,MI0015855,MI0015855,Name=hsa-mir-4256,
1,miRNA,112461806,112461823,-,MIMAT0016877,MIMAT0016877,Name=hsa-miR-4256,Derives_from=MI0015855
1,miRNA_primary_transcript,112882050,112882129,+,MI0036558,MI0036558,Name=hsa-mir-11399,
1,miRNA,112882060,112882081,+,MIMAT0044656,MIMAT0044656,Name=hsa-miR-11399,Derives_from=MI0036558
1,miRNA_primary_transcript,116560024,116560111,-,MI0016762,MI0016762,Name=hsa-mir-548ac,
1,miRNA,116560038,116560059,-,MIMAT0018938,MIMAT0018938,Name=hsa-miR-548ac,Derives_from=MI0016762
1,miRNA_primary_transcript,116671746,116671817,+,MI0003776,MI0003776,Name=hsa-mir-320b-1,
1,miRNA,116671787,116671808,+,MIMAT0005792,MIMAT0005792,Name=hsa-miR-320b,Derives_from=MI0003776
1,miRNA_primary_transcript,117094643,117094728,+,MI0005767,MI0005767,Name=hsa-mir-942,
1,miRNA,117094655,117094676,+,MIMAT0004985,MIMAT0004985,Name=hsa-miR-942-5p,Derives_from=MI0005767
1,miRNA,117094695,117094716,+,MIMAT0026734,MIMAT0026734,Name=hsa-miR-942-3p,Derives_from=MI0005767
1,miRNA_primary_transcript,145850587,145850645,-,MI0022581,MI0022581,Name=hsa-mir-6736,
1,miRNA,145850620,145850640,-,MIMAT0027373,MIMAT0027373,Name=hsa-miR-6736-5p,Derives_from=MI0022581
1,miRNA,145850587,145850607,-,MIMAT0027374,MIMAT0027374,Name=hsa-miR-6736-3p,Derives_from=MI0022581
1,miRNA_primary_transcript,148334479,148334554,-,MI0017976,MI0017976,Name=hsa-mir-5087,
1,miRNA,148334522,148334544,-,MIMAT0021079,MIMAT0021079,Name=hsa-miR-5087,Derives_from=MI0017976
1,miRNA_primary_transcript,148388282,148388363,+,MI0020354,MI0020354,Name=hsa-mir-6077,
1,miRNA,148388294,148388314,+,MIMAT0023702,MIMAT0023702,Name=hsa-miR-6077,Derives_from=MI0020354
1,miRNA_primary_transcript,150492345,150492410,+,MI0022725,MI0022725,Name=hsa-mir-6878,
1,miRNA,150492350,150492372,+,MIMAT0027656,MIMAT0027656,Name=hsa-miR-6878-5p,Derives_from=MI0022725
1,miRNA,150492390,150492410,+,MIMAT0027657,MIMAT0027657,Name=hsa-miR-6878-3p,Derives_from=MI0022725
1,miRNA_primary_transcript,150551929,150552014,+,MI0015856,MI0015856,Name=hsa-mir-4257,
1,miRNA,150551987,150552004,+,MIMAT0016878,MIMAT0016878,Name=hsa-miR-4257,Derives_from=MI0015856
1,miRNA_primary_transcript,151545796,151545891,+,MI0003559,MI0003559,Name=hsa-mir-554,
1,miRNA,151545811,151545831,+,MIMAT0003217,MIMAT0003217,Name=hsa-miR-554,Derives_from=MI0003559
1,miRNA_primary_transcript,153689705,153689793,-,MI0025919,MI0025919,Name=hsa-mir-8083,
1,miRNA,153689763,153689783,-,MIMAT0031010,MIMAT0031010,Name=hsa-miR-8083,Derives_from=MI0025919
1,miRNA_primary_transcript,153962351,153962420,-,MI0022582,MI0022582,Name=hsa-mir-6737,
1,miRNA,153962395,153962415,-,MIMAT0027375,MIMAT0027375,Name=hsa-miR-6737-5p,Derives_from=MI0022582
1,miRNA,153962351,153962372,-,MIMAT0027376,MIMAT0027376,Name=hsa-miR-6737-3p,Derives_from=MI0022582
1,miRNA_primary_transcript,154104521,154104592,-,MI0019305,MI0019305,Name=hsa-mir-5698,
1,miRNA,154104562,154104583,-,MIMAT0022491,MIMAT0022491,Name=hsa-miR-5698,Derives_from=MI0019305
1,miRNA_primary_transcript,154193665,154193743,-,MI0005545,MI0005545,Name=hsa-mir-190b,
1,miRNA,154193712,154193733,-,MIMAT0004929,MIMAT0004929,Name=hsa-miR-190b-5p,Derives_from=MI0005545
1,miRNA,154193676,154193696,-,MIMAT0037332,MIMAT0037332,Name=hsa-miR-190b-3p,Derives_from=MI0005545
1,miRNA_primary_transcript,154975693,154975783,+,MI0015857,MI0015857,Name=hsa-mir-4258,
1,miRNA,154975703,154975719,+,MIMAT0016879,MIMAT0016879,Name=hsa-miR-4258,Derives_from=MI0015857
1,miRNA_primary_transcript,155195177,155195272,+,MI0003560,MI0003560,Name=hsa-mir-92b,
1,miRNA,155195196,155195217,+,MIMAT0004792,MIMAT0004792,Name=hsa-miR-92b-5p,Derives_from=MI0003560
1,miRNA,155195237,155195258,+,MIMAT0003218,MIMAT0003218,Name=hsa-miR-92b-3p,Derives_from=MI0003560
1,miRNA_primary_transcript,155346350,155346445,-,MI0003561,MI0003561,Name=hsa-mir-555,
1,miRNA,155346365,155346385,-,MIMAT0003219,MIMAT0003219,Name=hsa-miR-555,Derives_from=MI0003561
1,miRNA_primary_transcript,155951273,155951336,-,MI0022583,MI0022583,Name=hsa-mir-6738,
1,miRNA,155951309,155951331,-,MIMAT0027377,MIMAT0027377,Name=hsa-miR-6738-5p,Derives_from=MI0022583
1,miRNA,155951273,155951296,-,MIMAT0027378,MIMAT0027378,Name=hsa-miR-6738-3p,Derives_from=MI0022583
1,miRNA_primary_transcript,156420341,156420429,-,MI0000466,MI0000466,Name=hsa-mir-9-1,
1,miRNA,156420392,156420414,-,MIMAT0000441,MIMAT0000441,Name=hsa-miR-9-5p,Derives_from=MI0000466
1,miRNA,156420354,156420375,-,MIMAT0000442,MIMAT0000442,Name=hsa-miR-9-3p,Derives_from=MI0000466
1,miRNA_primary_transcript,156936131,156936244,-,MI0005116,MI0005116,Name=hsa-mir-765,
