0,1,2,3,4,5,6,7,8
1,miRNA,1339650,1339670,-,MIMAT0027517,MIMAT0027517,Name=hsa-miR-6808-3p,Derives_from=MI0022653
1,miRNA,3128009,3128025,+,MIMAT0016883,MIMAT0016883,Name=hsa-miR-4251,Derives_from=MI0015861
1,miRNA,3560710,3560730,-,MIMAT0003214,MIMAT0003214,Name=hsa-miR-551a,Derives_from=MI0003556
1,miRNA,5862711,5862732,-,MIMAT0019778,MIMAT0019778,Name=hsa-miR-4689,Derives_from=MI0017322
1,miRNA,6429844,6429862,-,MIMAT0016886,MIMAT0016886,Name=hsa-miR-4252,Derives_from=MI0015864
1,miRNA,8866563,8866585,-,MIMAT0027357,MIMAT0027357,Name=hsa-miR-6728-5p,Derives_from=MI0022573
1,miRNA,8866502,8866522,-,MIMAT0027358,MIMAT0027358,Name=hsa-miR-6728-3p,Derives_from=MI0022573
1,miRNA,9151735,9151756,-,MIMAT0000255,MIMAT0000255,Name=hsa-miR-34a-5p,Derives_from=MI0000268
1,miRNA,9151693,9151714,-,MIMAT0004557,MIMAT0004557,Name=hsa-miR-34a-3p,Derives_from=MI0000268
1,miRNA,9967390,9967411,+,MIMAT0022490,MIMAT0022490,Name=hsa-miR-5697,Derives_from=MI0019304
1,miRNA,12029163,12029184,+,MIMAT0027359,MIMAT0027359,Name=hsa-miR-6729-5p,Derives_from=MI0022574
1,miRNA,12029202,12029222,+,MIMAT0027360,MIMAT0027360,Name=hsa-miR-6729-3p,Derives_from=MI0022574
1,miRNA,12167010,12167030,+,MIMAT0030421,MIMAT0030421,Name=hsa-miR-7846-3p,Derives_from=MI0025516
1,miRNA,12191752,12191773,+,MIMAT0019688,MIMAT0019688,Name=hsa-miR-4632-3p,Derives_from=MI0017259
1,miRNA,12191713,12191735,+,MIMAT0022977,MIMAT0022977,Name=hsa-miR-4632-5p,Derives_from=MI0017259
1,miRNA,12578996,12579018,-,MIMAT0027361,MIMAT0027361,Name=hsa-miR-6730-5p,Derives_from=MI0022575
1,miRNA,12578958,12578979,-,MIMAT0027362,MIMAT0027362,Name=hsa-miR-6730-3p,Derives_from=MI0022575
1,miRNA,16858988,16859010,-,MIMAT0018098,MIMAT0018098,Name=hsa-miR-3675-5p,Derives_from=MI0016076
1,miRNA,16858958,16858979,-,MIMAT0018099,MIMAT0018099,Name=hsa-miR-3675-3p,Derives_from=MI0016076
1,miRNA,17277948,17277969,+,MIMAT0019357,MIMAT0019357,Name=hsa-miR-3972,Derives_from=MI0016990
1,miRNA,18883250,18883271,-,MIMAT0019788,MIMAT0019788,Name=hsa-miR-4695-5p,Derives_from=MI0017328
1,miRNA,18883204,18883225,-,MIMAT0019789,MIMAT0019789,Name=hsa-miR-4695-3p,Derives_from=MI0017328
1,miRNA,18897078,18897096,-,MIMAT0005880,MIMAT0005880,Name=hsa-miR-1290,Derives_from=MI0006352
1,miRNA,20633756,20633775,+,MIMAT0023709,MIMAT0023709,Name=hsa-miR-6084,Derives_from=MI0020361
1,miRNA,20988377,20988398,-,MIMAT0005907,MIMAT0005907,Name=hsa-miR-1256,Derives_from=MI0006390
1,miRNA,22266277,22266294,+,MIMAT0018930,MIMAT0018930,Name=hsa-miR-4418,Derives_from=MI0016754
1,miRNA,22633328,22633346,-,MIMAT0024610,MIMAT0024610,Name=hsa-miR-6127,Derives_from=MI0021271
1,miRNA,22719530,22719551,+,MIMAT0019769,MIMAT0019769,Name=hsa-miR-4684-5p,Derives_from=MI0017316
1,miRNA,22719566,22719587,+,MIMAT0019770,MIMAT0019770,Name=hsa-miR-4684-3p,Derives_from=MI0017316
1,miRNA,22863169,22863186,-,MIMAT0016882,MIMAT0016882,Name=hsa-miR-4253,Derives_from=MI0015860
1,miRNA,23044310,23044329,+,MIMAT0014977,MIMAT0014977,Name=hsa-miR-3115,Derives_from=MI0014127
1,miRNA,23929121,23929140,+,MIMAT0018932,MIMAT0018932,Name=hsa-miR-378f,Derives_from=MI0016756
1,miRNA,24919390,24919411,-,MIMAT0027363,MIMAT0027363,Name=hsa-miR-6731-5p,Derives_from=MI0022576
1,miRNA,24919345,24919365,-,MIMAT0027364,MIMAT0027364,Name=hsa-miR-6731-3p,Derives_from=MI0022576
1,miRNA,25023552,25023573,+,MIMAT0018940,MIMAT0018940,Name=hsa-miR-4425,Derives_from=MI0016764
1,miRNA,25906384,25906403,-,MIMAT0018191,MIMAT0018191,Name=hsa-miR-3917,Derives_from=MI0016423
1,miRNA,26554574,26554593,+,MIMAT0009451,MIMAT0009451,Name=hsa-miR-1976,Derives_from=MI0009986
1,miRNA,30739158,30739179,-,MIMAT0018933,MIMAT0018933,Name=hsa-miR-4420,Derives_from=MI0016757
1,miRNA,31758670,31758692,-,MIMAT0016884,MIMAT0016884,Name=hsa-miR-4254,Derives_from=MI0015862
1,miRNA,32086949,32086970,+,MIMAT0022285,MIMAT0022285,Name=hsa-miR-5585-5p,Derives_from=MI0019142
1,miRNA,32086986,32087007,+,MIMAT0022286,MIMAT0022286,Name=hsa-miR-5585-3p,Derives_from=MI0019142
1,miRNA,33332449,33332471,-,MIMAT0017981,MIMAT0017981,Name=hsa-miR-3605-5p,Derives_from=MI0015995
1,miRNA,33332405,33332427,-,MIMAT0017982,MIMAT0017982,Name=hsa-miR-3605-3p,Derives_from=MI0015995
1,miRNA,34669614,34669634,-,MIMAT0003215,MIMAT0003215,Name=hsa-miR-552-3p,Derives_from=MI0003557
1,miRNA,34669650,34669670,-,MIMAT0026615,MIMAT0026615,Name=hsa-miR-552-5p,Derives_from=MI0003557
1,miRNA,37161573,37161589,+,MIMAT0016885,MIMAT0016885,Name=hsa-miR-4255,Derives_from=MI0015863
1,miRNA,37480235,37480254,+,MIMAT0027365,MIMAT0027365,Name=hsa-miR-6732-5p,Derives_from=MI0022577
1,miRNA,37480267,37480289,+,MIMAT0027366,MIMAT0027366,Name=hsa-miR-6732-3p,Derives_from=MI0022577
1,miRNA,37500973,37500994,-,MIMAT0022275,MIMAT0022275,Name=hsa-miR-5581-5p,Derives_from=MI0019136
1,miRNA,37500935,37500956,-,MIMAT0022276,MIMAT0022276,Name=hsa-miR-5581-3p,Derives_from=MI0019136
1,miRNA,38089289,38089309,+,MIMAT0018080,MIMAT0018080,Name=hsa-miR-3659,Derives_from=MI0016060
1,miRNA,40754371,40754392,+,MIMAT0000692,MIMAT0000692,Name=hsa-miR-30e-5p,Derives_from=MI0000749
1,miRNA,40754413,40754434,+,MIMAT0000693,MIMAT0000693,Name=hsa-miR-30e-3p,Derives_from=MI0000749
1,miRNA,40757300,40757322,+,MIMAT0000244,MIMAT0000244,Name=hsa-miR-30c-5p,Derives_from=MI0000736
1,miRNA,40757339,40757360,+,MIMAT0004674,MIMAT0004674,Name=hsa-miR-30c-1-3p,Derives_from=MI0000736
1,miRNA,43171686,43171707,-,MIMAT0027367,MIMAT0027367,Name=hsa-miR-6733-5p,Derives_from=MI0022578
1,miRNA,43171652,43171671,-,MIMAT0027368,MIMAT0027368,Name=hsa-miR-6733-3p,Derives_from=MI0022578
1,miRNA,43364688,43364710,-,MIMAT0027369,MIMAT0027369,Name=hsa-miR-6734-5p,Derives_from=MI0022579
1,miRNA,43364648,43364670,-,MIMAT0027370,MIMAT0027370,Name=hsa-miR-6734-3p,Derives_from=MI0022579
1,miRNA,43448544,43448568,+,MIMAT0027371,MIMAT0027371,Name=hsa-miR-6735-5p,Derives_from=MI0022580
1,miRNA,43448590,43448611,+,MIMAT0027372,MIMAT0027372,Name=hsa-miR-6735-3p,Derives_from=MI0022580
1,miRNA,43838657,43838680,+,MIMAT0023704,MIMAT0023704,Name=hsa-miR-6079,Derives_from=MI0020356
1,miRNA,44545493,44545514,+,MIMAT0022283,MIMAT0022283,Name=hsa-miR-5584-5p,Derives_from=MI0019141
1,miRNA,44545531,44545552,+,MIMAT0022284,MIMAT0022284,Name=hsa-miR-5584-3p,Derives_from=MI0019141
1,miRNA,51059879,51059900,+,MIMAT0018934,MIMAT0018934,Name=hsa-miR-4421,Derives_from=MI0016758
1,miRNA,51060031,51060054,+,MIMAT0025454,MIMAT0025454,Name=hsa-miR-6500-5p,Derives_from=MI0022211
1,miRNA,51060072,51060092,+,MIMAT0025455,MIMAT0025455,Name=hsa-miR-6500-3p,Derives_from=MI0022211
1,miRNA,51836375,51836396,-,MIMAT0010364,MIMAT0010364,Name=hsa-miR-761,Derives_from=MI0003941
1,miRNA,54054091,54054111,+,MIMAT0019942,MIMAT0019942,Name=hsa-miR-4781-5p,Derives_from=MI0017426
1,miRNA,54054124,54054145,+,MIMAT0019943,MIMAT0019943,Name=hsa-miR-4781-3p,Derives_from=MI0017426
1,miRNA,55225656,55225676,+,MIMAT0018935,MIMAT0018935,Name=hsa-miR-4422,Derives_from=MI0016759
1,miRNA,59733269,59733291,-,MIMAT0019816,MIMAT0019816,Name=hsa-miR-4711-5p,Derives_from=MI0017345
1,miRNA,59733235,59733252,-,MIMAT0019817,MIMAT0019817,Name=hsa-miR-4711-3p,Derives_from=MI0017345
1,miRNA,61846140,61846161,+,MIMAT0049026,MIMAT0049026,Name=hsa-miR-12132,Derives_from=MI0039734
1,miRNA,62078830,62078851,+,MIMAT0014978,MIMAT0014978,Name=hsa-miR-3116,Derives_from=MI0014128
1,miRNA,62078794,62078815,-,MIMAT0014978_1,MIMAT0014978,Name=hsa-miR-3116,Derives_from=MI0014129
1,miRNA,63326964,63326984,-,MIMAT0023693,MIMAT0023693,Name=hsa-miR-6068,Derives_from=MI0020345
1,miRNA,64579855,64579876,+,MIMAT0019967,MIMAT0019967,Name=hsa-miR-4794,Derives_from=MI0017441
1,miRNA,65057762,65057783,-,MIMAT0018094,MIMAT0018094,Name=hsa-miR-3671,Derives_from=MI0016072
1,miRNA,65058477,65058498,-,MIMAT0004513,MIMAT0004513,Name=hsa-miR-101-5p,Derives_from=MI0000103
1,miRNA,65058442,65058462,-,MIMAT0000099,MIMAT0000099,Name=hsa-miR-101-3p,Derives_from=MI0000103
1,miRNA,66628485,66628505,+,MIMAT0014979,MIMAT0014979,Name=hsa-miR-3117-3p,Derives_from=MI0014130
1,miRNA,66628452,66628471,+,MIMAT0019197,MIMAT0019197,Name=hsa-miR-3117-5p,Derives_from=MI0014130
1,miRNA,68183576,68183597,-,MIMAT0005914,MIMAT0005914,Name=hsa-miR-1262,Derives_from=MI0006397
1,miRNA,71067681,71067702,-,MIMAT0000456,MIMAT0000456,Name=hsa-miR-186-5p,Derives_from=MI0000483
1,miRNA,71067642,71067663,-,MIMAT0004612,MIMAT0004612,Name=hsa-miR-186-3p,Derives_from=MI0000483
1,miRNA,77060143,77060165,+,MIMAT0028222,MIMAT0028222,Name=hsa-miR-7156-5p,Derives_from=MI0023616
1,miRNA,77060180,77060202,+,MIMAT0028223,MIMAT0028223,Name=hsa-miR-7156-3p,Derives_from=MI0023616
1,miRNA,85133806,85133827,+,MIMAT0019232,MIMAT0019232,Name=hsa-miR-4423-5p,Derives_from=MI0016760
1,miRNA,85133842,85133862,+,MIMAT0018936,MIMAT0018936,Name=hsa-miR-4423-3p,Derives_from=MI0016760
1,miRNA,86357665,86357685,-,MIMAT0030431,MIMAT0030431,Name=hsa-miR-7856-5p,Derives_from=MI0025526
1,miRNA,93846880,93846899,+,MIMAT0004957,MIMAT0004957,Name=hsa-miR-760,Derives_from=MI0005567
1,miRNA,94543754,94543775,+,MIMAT0049027,MIMAT0049027,Name=hsa-miR-12133,Derives_from=MI0039735
1,miRNA,98045307,98045329,-,MIMAT0013517,MIMAT0013517,Name=hsa-miR-2682-5p,Derives_from=MI0012063
1,miRNA,98045271,98045292,-,MIMAT0013518,MIMAT0013518,Name=hsa-miR-2682-3p,Derives_from=MI0012063
1,miRNA,98046091,98046113,-,MIMAT0000429,MIMAT0000429,Name=hsa-miR-137-3p,Derives_from=MI0000454
1,miRNA,98046127,98046149,-,MIMAT0037310,MIMAT0037310,Name=hsa-miR-137-5p,Derives_from=MI0000454
1,miRNA,100281256,100281276,+,MIMAT0003216,MIMAT0003216,Name=hsa-miR-553,Derives_from=MI0003558
1,miRNA,107897282,107897303,+,MIMAT0030427,MIMAT0030427,Name=hsa-miR-7852-3p,Derives_from=MI0025522
1,miRNA,109598940,109598961,+,MIMAT0000227,MIMAT0000227,Name=hsa-miR-197-3p,Derives_from=MI0000239
1,miRNA,109598901,109598923,+,MIMAT0022691,MIMAT0022691,Name=hsa-miR-197-5p,Derives_from=MI0000239
1,miRNA,112461806,112461823,-,MIMAT0016877,MIMAT0016877,Name=hsa-miR-4256,Derives_from=MI0015855
1,miRNA,112882060,112882081,+,MIMAT0044656,MIMAT0044656,Name=hsa-miR-11399,Derives_from=MI0036558
1,miRNA,116560038,116560059,-,MIMAT0018938,MIMAT0018938,Name=hsa-miR-548ac,Derives_from=MI0016762
1,miRNA,116671787,116671808,+,MIMAT0005792,MIMAT0005792,Name=hsa-miR-320b,Derives_from=MI0003776
1,miRNA,117094655,117094676,+,MIMAT0004985,MIMAT0004985,Name=hsa-miR-942-5p,Derives_from=MI0005767
1,miRNA,117094695,117094716,+,MIMAT0026734,MIMAT0026734,Name=hsa-miR-942-3p,Derives_from=MI0005767
1,miRNA,145850620,145850640,-,MIMAT0027373,MIMAT0027373,Name=hsa-miR-6736-5p,Derives_from=MI0022581
1,miRNA,145850587,145850607,-,MIMAT0027374,MIMAT0027374,Name=hsa-miR-6736-3p,Derives_from=MI0022581
1,miRNA,148334522,148334544,-,MIMAT0021079,MIMAT0021079,Name=hsa-miR-5087,Derives_from=MI0017976
1,miRNA,148388294,148388314,+,MIMAT0023702,MIMAT0023702,Name=hsa-miR-6077,Derives_from=MI0020354
1,miRNA,150492350,150492372,+,MIMAT0027656,MIMAT0027656,Name=hsa-miR-6878-5p,Derives_from=MI0022725
1,miRNA,150492390,150492410,+,MIMAT0027657,MIMAT0027657,Name=hsa-miR-6878-3p,Derives_from=MI0022725
1,miRNA,150551987,150552004,+,MIMAT0016878,MIMAT0016878,Name=hsa-miR-4257,Derives_from=MI0015856
1,miRNA,151545811,151545831,+,MIMAT0003217,MIMAT0003217,Name=hsa-miR-554,Derives_from=MI0003559
1,miRNA,153689763,153689783,-,MIMAT0031010,MIMAT0031010,Name=hsa-miR-8083,Derives_from=MI0025919
1,miRNA,153962395,153962415,-,MIMAT0027375,MIMAT0027375,Name=hsa-miR-6737-5p,Derives_from=MI0022582
1,miRNA,153962351,153962372,-,MIMAT0027376,MIMAT0027376,Name=hsa-miR-6737-3p,Derives_from=MI0022582
1,miRNA,154104562,154104583,-,MIMAT0022491,MIMAT0022491,Name=hsa-miR-5698,Derives_from=MI0019305
1,miRNA,154193712,154193733,-,MIMAT0004929,MIMAT0004929,Name=hsa-miR-190b-5p,Derives_from=MI0005545
1,miRNA,154193676,154193696,-,MIMAT0037332,MIMAT0037332,Name=hsa-miR-190b-3p,Derives_from=MI0005545
1,miRNA,154975703,154975719,+,MIMAT0016879,MIMAT0016879,Name=hsa-miR-4258,Derives_from=MI0015857
1,miRNA,155195196,155195217,+,MIMAT0004792,MIMAT0004792,Name=hsa-miR-92b-5p,Derives_from=MI0003560
1,miRNA,155195237,155195258,+,MIMAT0003218,MIMAT0003218,Name=hsa-miR-92b-3p,Derives_from=MI0003560
1,miRNA,155346365,155346385,-,MIMAT0003219,MIMAT0003219,Name=hsa-miR-555,Derives_from=MI0003561
1,miRNA,155951309,155951331,-,MIMAT0027377,MIMAT0027377,Name=hsa-miR-6738-5p,Derives_from=MI0022583
1,miRNA,155951273,155951296,-,MIMAT0027378,MIMAT0027378,Name=hsa-miR-6738-3p,Derives_from=MI0022583
1,miRNA,156420392,156420414,-,MIMAT0000441,MIMAT0000441,Name=hsa-miR-9-5p,Derives_from=MI0000466
1,miRNA,156420354,156420375,-,MIMAT0000442,MIMAT0000442,Name=hsa-miR-9-3p,Derives_from=MI0000466
1,miRNA,156936156,156936176,-,MIMAT0003945,MIMAT0003945,Name=hsa-miR-765,Derives_from=MI0005116
1,miRNA,159899989,159900010,-,MIMAT0016880,MIMAT0016880,Name=hsa-miR-4259,Derives_from=MI0015858
1,miRNA,161227195,161227216,+,MIMAT0021117,MIMAT0021117,Name=hsa-miR-5187-5p,Derives_from=MI0018166
1,miRNA,161227237,161227257,+,MIMAT0021118,MIMAT0021118,Name=hsa-miR-5187-3p,Derives_from=MI0018166
1,miRNA,162157116,162157137,+,MIMAT0019720,MIMAT0019720,Name=hsa-miR-4654,Derives_from=MI0017282
1,miRNA,162342561,162342582,+,MIMAT0003220,MIMAT0003220,Name=hsa-miR-556-5p,Derives_from=MI0003562
1,miRNA,162342600,162342621,+,MIMAT0004793,MIMAT0004793,Name=hsa-miR-556-3p,Derives_from=MI0003562
1,miRNA,165907923,165907944,+,MIMAT0018078,MIMAT0018078,Name=hsa-miR-3658,Derives_from=MI0016058
1,miRNA,166154773,166154797,-,MIMAT0004971,MIMAT0004971,Name=hsa-miR-921,Derives_from=MI0005713
1,miRNA,167998665,167998686,+,MIMAT0005945,MIMAT0005945,Name=hsa-miR-1255b-5p,Derives_from=MI0006436
1,miRNA,167998699,167998720,+,MIMAT0022725,MIMAT0022725,Name=hsa-miR-1255b-2-3p,Derives_from=MI0006436
1,miRNA,168375584,168375606,+,MIMAT0003221,MIMAT0003221,Name=hsa-miR-557,Derives_from=MI0003563
1,miRNA,170151435,170151454,-,MIMAT0014981,MIMAT0014981,Name=hsa-miR-3119,Derives_from=MI0014134
1,miRNA,170151386,170151405,+,MIMAT0014981_1,MIMAT0014981,Name=hsa-miR-3119,Derives_from=MI0014135
1,miRNA,171101738,171101758,-,MIMAT0005885,MIMAT0005885,Name=hsa-miR-1295a,Derives_from=MI0006357
1,miRNA,171101739,171101759,+,MIMAT0022293,MIMAT0022293,Name=hsa-miR-1295b-5p,Derives_from=MI0019146
1,miRNA,171101777,171101798,+,MIMAT0022294,MIMAT0022294,Name=hsa-miR-1295b-3p,Derives_from=MI0019146
1,miRNA,172138857,172138878,-,MIMAT0004564,MIMAT0004564,Name=hsa-miR-214-5p,Derives_from=MI0000290
1,miRNA,172138816,172138837,-,MIMAT0000271,MIMAT0000271,Name=hsa-miR-214-3p,Derives_from=MI0000290
1,miRNA,172138858,172138878,+,MIMAT0014982,MIMAT0014982,Name=hsa-miR-3120-3p,Derives_from=MI0014136
1,miRNA,172138820,172138840,+,MIMAT0019198,MIMAT0019198,Name=hsa-miR-3120-5p,Derives_from=MI0014136
1,miRNA,172144592,172144614,-,MIMAT0000231,MIMAT0000231,Name=hsa-miR-199a-5p,Derives_from=MI0000281
1,miRNA,172144554,172144575,-,MIMAT0000232,MIMAT0000232,Name=hsa-miR-199a-3p,Derives_from=MI0000281
1,miRNA,175968440,175968459,-,MIMAT0039764,MIMAT0039764,Name=hsa-miR-1843,Derives_from=MI0032314
1,miRNA,177029412,177029432,-,MIMAT0002804,MIMAT0002804,Name=hsa-miR-488-5p,Derives_from=MI0003123
1,miRNA,177029374,177029394,-,MIMAT0004763,MIMAT0004763,Name=hsa-miR-488-3p,Derives_from=MI0003123
1,miRNA,178677763,178677784,+,MIMAT0018939,MIMAT0018939,Name=hsa-miR-4424,Derives_from=MI0016763
1,miRNA,179803938,179803959,+,MIMAT0049010,MIMAT0049010,Name=hsa-miR-12116,Derives_from=MI0039718
1,miRNA,180438323,180438344,-,MIMAT0014983,MIMAT0014983,Name=hsa-miR-3121-3p,Derives_from=MI0014137
1,miRNA,180438358,180438379,-,MIMAT0019199,MIMAT0019199,Name=hsa-miR-3121-5p,Derives_from=MI0014137
1,miRNA,192716333,192716349,+,MIMAT0018941,MIMAT0018941,Name=hsa-miR-4426,Derives_from=MI0016765
1,miRNA,193136552,193136573,+,MIMAT0005936,MIMAT0005936,Name=hsa-miR-1278,Derives_from=MI0006425
1,miRNA,196582453,196582474,-,MIMAT0019860,MIMAT0019860,Name=hsa-miR-4735-5p,Derives_from=MI0017372
1,miRNA,196582417,196582437,-,MIMAT0019861,MIMAT0019861,Name=hsa-miR-4735-3p,Derives_from=MI0017372
1,miRNA,198858925,198858947,-,MIMAT0000257,MIMAT0000257,Name=hsa-miR-181b-5p,Derives_from=MI0000270
1,miRNA,198858887,198858907,-,MIMAT0022692,MIMAT0022692,Name=hsa-miR-181b-3p,Derives_from=MI0000270
1,miRNA,198859108,198859130,-,MIMAT0000256,MIMAT0000256,Name=hsa-miR-181a-5p,Derives_from=MI0000289
1,miRNA,198859069,198859090,-,MIMAT0000270,MIMAT0000270,Name=hsa-miR-181a-3p,Derives_from=MI0000289
1,miRNA,201719579,201719600,+,MIMAT0021122,MIMAT0021122,Name=hsa-miR-5191,Derives_from=MI0018170
1,miRNA,201808615,201808634,+,MIMAT0005586,MIMAT0005586,Name=hsa-miR-1231,Derives_from=MI0006321
1,miRNA,201863378,201863399,+,MIMAT0027379,MIMAT0027379,Name=hsa-miR-6739-5p,Derives_from=MI0022584
1,miRNA,201863427,201863447,+,MIMAT0027380,MIMAT0027380,Name=hsa-miR-6739-3p,Derives_from=MI0022584
1,miRNA,202003129,202003150,+,MIMAT0027381,MIMAT0027381,Name=hsa-miR-6740-5p,Derives_from=MI0022585
1,miRNA,202003215,202003236,+,MIMAT0027382,MIMAT0027382,Name=hsa-miR-6740-3p,Derives_from=MI0022585
1,miRNA,205448361,205448383,-,MIMAT0000758,MIMAT0000758,Name=hsa-miR-135b-5p,Derives_from=MI0000810
1,miRNA,205448323,205448344,-,MIMAT0004698,MIMAT0004698,Name=hsa-miR-135b-3p,Derives_from=MI0000810
1,miRNA,206474808,206474830,+,MIMAT0027620,MIMAT0027620,Name=hsa-miR-6769b-5p,Derives_from=MI0022706
1,miRNA,206474844,206474864,+,MIMAT0027621,MIMAT0027621,Name=hsa-miR-6769b-3p,Derives_from=MI0022706
1,miRNA,207801903,207801924,-,MIMAT0004673,MIMAT0004673,Name=hsa-miR-29c-5p,Derives_from=MI0000735
1,miRNA,207801865,207801886,-,MIMAT0000681,MIMAT0000681,Name=hsa-miR-29c-3p,Derives_from=MI0000735
1,miRNA,207802450,207802472,-,MIMAT0000100,MIMAT0000100,Name=hsa-miR-29b-3p,Derives_from=MI0000107
1,miRNA,207802492,207802513,-,MIMAT0004515,MIMAT0004515,Name=hsa-miR-29b-2-5p,Derives_from=MI0000107
1,miRNA,209432166,209432187,+,MIMAT0000266,MIMAT0000266,Name=hsa-miR-205-5p,Derives_from=MI0000285
1,miRNA,209432203,209432223,+,MIMAT0009197,MIMAT0009197,Name=hsa-miR-205-3p,Derives_from=MI0000285
1,miRNA,209623482,209623500,-,MIMAT0016881,MIMAT0016881,Name=hsa-miR-4260,Derives_from=MI0015859
1,miRNA,212077622,212077643,+,MIMAT0014984,MIMAT0014984,Name=hsa-miR-3122,Derives_from=MI0014138
1,miRNA,220117916,220117936,-,MIMAT0000272,MIMAT0000272,Name=hsa-miR-215-5p,Derives_from=MI0000291
1,miRNA,220117877,220117899,-,MIMAT0026476,MIMAT0026476,Name=hsa-miR-215-3p,Derives_from=MI0000291
1,miRNA,220118206,220118227,-,MIMAT0000460,MIMAT0000460,Name=hsa-miR-194-5p,Derives_from=MI0000488
1,miRNA,220200586,220200609,-,MIMAT0005948,MIMAT0005948,Name=hsa-miR-664a-5p,Derives_from=MI0006442
1,miRNA,220200549,220200571,-,MIMAT0005949,MIMAT0005949,Name=hsa-miR-664a-3p,Derives_from=MI0006442
1,miRNA,224257049,224257070,-,MIMAT0005792_1,MIMAT0005792,Name=hsa-miR-320b,Derives_from=MI0003839
1,miRNA,224398289,224398311,-,MIMAT0019872,MIMAT0019872,Name=hsa-miR-4742-5p,Derives_from=MI0017380
1,miRNA,224398227,224398249,-,MIMAT0019873,MIMAT0019873,Name=hsa-miR-4742-3p,Derives_from=MI0017380
1,miRNA,225922116,225922137,-,MIMAT0027383,MIMAT0027383,Name=hsa-miR-6741-5p,Derives_from=MI0022586
1,miRNA,225922080,225922101,-,MIMAT0027384,MIMAT0027384,Name=hsa-miR-6741-3p,Derives_from=MI0022586
1,miRNA,227941641,227941662,-,MIMAT0021039,MIMAT0021039,Name=hsa-miR-5008-5p,Derives_from=MI0017876
1,miRNA,227941610,227941630,-,MIMAT0021040,MIMAT0021040,Name=hsa-miR-5008-3p,Derives_from=MI0017876
1,miRNA,228097320,228097341,+,MIMAT0018001,MIMAT0018001,Name=hsa-miR-3620-3p,Derives_from=MI0016011
1,miRNA,228097285,228097306,+,MIMAT0022967,MIMAT0022967,Name=hsa-miR-3620-5p,Derives_from=MI0016011
1,miRNA,228397083,228397104,-,MIMAT0027385,MIMAT0027385,Name=hsa-miR-6742-5p,Derives_from=MI0022587
1,miRNA,228397048,228397067,-,MIMAT0027386,MIMAT0027386,Name=hsa-miR-6742-3p,Derives_from=MI0022587
1,miRNA,228462083,228462103,+,MIMAT0019741,MIMAT0019741,Name=hsa-miR-4666a-5p,Derives_from=MI0017296
1,miRNA,228462125,228462145,+,MIMAT0019742,MIMAT0019742,Name=hsa-miR-4666a-3p,Derives_from=MI0017296
1,miRNA,231019841,231019863,-,MIMAT0005827,MIMAT0005827,Name=hsa-miR-1182,Derives_from=MI0006275
1,miRNA,233624195,233624215,+,MIMAT0018942,MIMAT0018942,Name=hsa-miR-4427,Derives_from=MI0016766
1,miRNA,234306476,234306497,+,MIMAT0019752,MIMAT0019752,Name=hsa-miR-4671-5p,Derives_from=MI0017302
1,miRNA,234306512,234306532,+,MIMAT0019753,MIMAT0019753,Name=hsa-miR-4671-3p,Derives_from=MI0017302
1,miRNA,235190086,235190107,-,MIMAT0019890,MIMAT0019890,Name=hsa-miR-4753-5p,Derives_from=MI0017392
1,miRNA,235190040,235190061,-,MIMAT0019891,MIMAT0019891,Name=hsa-miR-4753-3p,Derives_from=MI0017392
